Submission ID,Project Title,Short Abstract,Keywords,TCM Classification,Omics Type,Source Type,Organism,Tissue,Disease,Repository,Publication Year,Sample Number,Submitted By,Institution,View Count,Like Count,Downloads,Updated At
tcmomics000573,Molecular dynamics and experimental verification studies of the mechanism of dihydroartemisinin in the treatment of colorectal cancer,"The mechanism of dihydroartemisinin in treating colorectal cancer was investigated using SW480 cells. Experimental groups received dihydroartemisinin treatment, while controls were given DMSO. RNA transcriptome analysis was conducted to elucidate the molecular effects and pathways involved.",dihydroartemisinin;colorectal cancer;molecular dynamics;mechanism;RNA transcriptome;SW480 cells,TCM Active ingredient,Transcriptomics,manual collect,Homo sapiens,,colorectal cancer,GEO,2022,6,573,"West China Hospital,sichuan University,Chengdu,China",0,0,0,
tcmomics000576,"RNA Sequencing Analysis of the epididymal adipose tissue from Normal Chow, HFD Control and SZ-A-treated HFD mice","This study conducted RNA sequencing on epididymal adipose tissue from normal chow, HFD control, and SZ-A-treated HFD mice. It aimed to verify the regulatory mechanisms of Ramulus Mori (Sangzhi) alkaloids (SZ-A), demonstrating its role in improving lipid metabolism and inflammation in HFD-induced obesity.",Ramulus Mori alkaloids; SZ-A; RNA sequencing; epididymal adipose tissue; HFD; lipid metabolism; inflammation; obesity,TCM Active ingredient,Transcriptomics,manual collect,Mus musculus,,obesity,GEO,2023,20,576,"Institute of Materia Medica, Chinese Academy of Medical Sciences and Peking Union Medical College",0,0,0,
tcmomics000577,Neferine treatment lower blood pressure in SHR,"This study investigated neferine's blood pressure-lowering effects in spontaneously hypertensive rats (SHR). It compared differentially expressed genes in the abdominal aorta of WKY, untreated SHR, and neferine-treated SHR groups over 10 weeks to elucidate its mechanisms.",Neferine;blood pressure;SHR;gene expression;abdominal aorta,TCM Active ingredient,Transcriptomics,manual collect,Rattus norvegicus,,hypertension,GEO,2022,15,577,Fujian University of Traditional Chinese Medicine,0,0,0,
tcmomics000580,Next Generation Sequencing Facilitates Quantitative Analysis of DSS-induced colitis receiving Sulfasalazine and Berberine colonrectum Transcriptomes,"This study quantitatively analyzed colonrectum transcriptomes in DSS-induced colitis using Next Generation Sequencing. It aimed to investigate the effects of Sulfasalazine and Berberine on gene expression profiles in this model, providing insights into their therapeutic mechanisms.",Next Generation Sequencing; Transcriptome analysis; DSS-induced colitis; Sulfasalazine; Berberine; Colonrectum,TCM Active ingredient,Transcriptomics,manual collect,Mus musculus,,colitis,GEO,2023,6,580,shanghai jiao tong university,0,0,0,
tcmomics000585,Investigating the Mechanism of Chinese Medicine Formula AACO Against Chronic Heart Failure by Network Pharmacology Analysis and Experimental Validation,"The AACO formula, comprising Astragalus membranaceus, Aconitum wilsonii, Curcuma longa, and Radix ophiopogonis, shows therapeutic value for chronic heart failure. This study investigated its mechanism of action through network pharmacology and experimental validation.",AACO formula; chronic heart failure; network pharmacology; experimental validation; Astragalus membranaceus; Aconitum wilsonii; Curcuma longa; Radix ophiopogonis,Classic formula,Transcriptomics,manual collect,Rattus norvegicus,,chronic heart failure,GEO,2024,6,585,Shanghai University of Traditional Chinese Medicine,0,0,0,
tcmomics000588,Gene expression profiles of mouse ischemia-reperfusion liver zones with or without celastrol-treated.,"This study investigates gene expression profiles in mouse hepatic ischemia-reperfusion (I/R) liver zones to uncover cellular and molecular mechanisms of I/R injury. It specifically examines the impact of celastrol treatment on these profiles, leveraging spatial transcriptomics analysis.",celastrol;hepatic ischemia-reperfusion;gene expression profiles;spatial transcriptomics;liver injury,TCM Active ingredient,Transcriptomics,manual collect,Mus musculus,,hepatic ischemia-reperfusion injury,GEO,2023,141,588,CCMU,0,0,0,
tcmomics000595,Transcriptomic profiling of dormancy developmental cycle in DHA-treated P. falciparum,This study conducted transcriptomic profiling of the dormancy developmental cycle in DHA-treated Plasmodium falciparum 3D7 parasite strain. RNA samples were collected from sorted cells over a 12-day period post-treatment to analyze gene expression changes during drug-induced dormancy.,DHA; Plasmodium falciparum; Transcriptomic profiling; Dormancy developmental cycle; Drug treatment,TCM Active ingredient,Transcriptomics,manual collect,Plasmodium falciparum 3D7,,malaria,GEO,2024,41,595,Nanyang Technological University,0,0,0,
tcmomics000598,Effect of platycodon D on gene expression in AZ-521 cell line,This study investigates the effect of platycodon D on gene expression profiles in the AZ-521 cell line. RNA-seq data from three independent repeats was utilized for comprehensive gene expression profile analysis.,platycodon D;gene expression;RNA-seq;AZ-521 cell line,TCM Active ingredient,Transcriptomics,manual collect,Homo sapiens,,gastric cancer,GEO,2023,6,598,"Institute of Basic Medicine and Cancer (IBMC), Chinese Academy of Sciences",0,0,0,
tcmomics000604,Transcriptome analysis of the potential mechanism of Longkui Yinxiao soup in the treatment of imiquimod-induced psoriasis-like mice,"This study investigated the mechanism of Longkui Yinxiao soup in treating imiquimod-induced psoriasis-like mice using transcriptome analysis. The findings suggest that its therapeutic action is primarily associated with lipid metabolism, offering new insights into psoriasis treatment strategies.",Longkui Yinxiao soup;psoriasis;transcriptome analysis;lipid metabolism;imiquimod-induced,Modern formula,Transcriptomics,manual collect,Mus musculus,,psoriasis,GEO,2023,9,604,Shanghai Skin Disease Hospital,0,0,0,
tcmomics000610,Effects of Cinnamomum ramulus (CR) on expression profiles effects of cancer cell lines,"Cinnamomum ramulus (CR), a TCM with anti-cancer effects, was investigated. This study treated ten cancer cell lines with various CR concentrations, analyzing their transcriptomic responses via mRNA sequencing to understand its mechanism.",Cinnamomum ramulus;cancer cell lines;transcriptomics;anti-cancer;TCM,Herb/herbal medicine,Transcriptomics,manual collect,Homo sapiens,,cancer,GEO,2023,40,610,CUHKSZ,0,0,0,
tcmomics000612,Inhalation of panaxadiol alleviates lung inflammation via inhibiting TNFA/TNFAR and IL7/IL7R signalling [Mouse],"Inhalation of panaxadiol (PD) alleviates LPS-induced lung inflammation in mice by inhibiting TNFA/TNFAR and IL7/IL7R signaling pathways. This method offers improved bioavailability and efficacy compared to oral administration, positioning PD as a potential novel treatment for lung inflammation.",panaxadiol;inhalation;lung inflammation;TNFA/TNFAR signaling;IL7/IL7R signaling;pneumonia;anti-inflammatory;transcriptome sequencing,TCM Active ingredient,Transcriptomics,manual collect,Mus musculus,,pneumonia,GEO,2024,9,612,Children’s Hospital Zhejiang University School of Medicine,0,0,0,
tcmomics000613,Inhalation of panaxadiol alleviates lung inflammation via inhibiting TNFA/TNFAR and IL7/IL7R signalling,"Inhalation of panaxadiol effectively alleviates lung inflammation. This effect is achieved through the inhibition of TNFA/TNFAR and IL7/IL7R signaling pathways, suggesting its potential therapeutic application.",panaxadiol;lung inflammation;TNFA/TNFAR;IL7/IL7R signaling;inhalation,TCM Active ingredient,Transcriptomics,manual collect,Mus musculus,,lung inflammation,GEO,2024,18,613,Children’s Hospital Zhejiang University School of Medicine,0,0,0,
tcmomics000617,Electroacupuncture Alleviates Ulcerative Colitis by Targeting CXCL1: Evidence from the Transcriptome and Validation,"This study investigates the mechanisms of electroacupuncture (EA) in treating ulcerative colitis (UC) by targeting CXCL1. Using transcriptomics and bioinformatics, the research aims to identify core genes and validate the potential pathways through which EA exerts its therapeutic effects in UC mice.",Electroacupuncture;Ulcerative Colitis;CXCL1;Transcriptome;Bioinformatics,Acupuncture & moxibustion,Transcriptomics,manual collect,Mus musculus,,Ulcerative Colitis,GEO,2023,9,617,chengdu university of traditional chinese medicine,0,0,0,
tcmomics000618,Jakyak-gamcho-tang ameliorates dexamethasone-induced muscle atrophy and muscle dysfunction [C2C12],"Jakyak-gamcho-tang (JGT), a traditional herbal medicine, ameliorates dexamethasone-induced muscle atrophy and dysfunction. This transcriptome analysis investigates global gene expression changes in differentiated murine C2C12 myotube cells treated with JGT extract, aiming to elucidate its therapeutic mechanisms.",Jakyak-gamcho-tang;muscle atrophy;C2C12 myotubes;transcriptome analysis;dexamethasone,Classic formula,Transcriptomics,manual collect,Mus musculus,,muscle atrophy,GEO,2025,15,618,Korean Institute of Oriental Medicine,0,0,0,
tcmomics000637,The miRNA stabilized into the blood through the gastrointestinal system of mice after intragastric administration of Lycium chinense Mill,"miR162a, derived from Lycium chinense Mill, targets bone marrow and inhibits osteoporosis. This microRNA is stable in the stomach and can pass through the gastrointestinal tract to enter the blood, bone marrow, and other organs after intragastric administration.",Lycium chinense Mill; miR162a; microRNA; osteoporosis; gastrointestinal absorption; intragastric administration,Herb/herbal medicine,Transcriptomics,manual collect,Mus musculus,,osteoporosis,GEO,2024,2,637,Nanjing University of Chinese University,0,0,0,
tcmomics000643,"Effect of Terpenes from Poria Cocos: Verification of Therapeutic Modes of Action for Alzheimer???ˉs Disease using Molecular Docking, Drug-induced Transcriptomes and Diffusion Network","This study identifies the therapeutic modes of action of Poria Cocos, focusing on its terpenes for Alzheimer's Disease. It employs molecular docking, drug-induced transcriptomes, and diffusion network analysis, alongside investigating Poria Cocos water extract in HT29 cells.",Poria Cocos;terpenes;Alzheimer's Disease;molecular docking;transcriptomes;diffusion network;modes of action;HT29 cell line,Herb/herbal medicine,Transcriptomics,manual collect,Homo sapiens,,Alzheimer's Disease,GEO,2024,18,643,Korean Institute of Oriental Medicine,0,0,0,
tcmomics000648,Spatial transcriptomics of mouse spleens during malaria convalescence.,"This study employed Slide-seqV2 spatial transcriptomics to map effector CD4+ T cell subsets in mouse spleens during post-Plasmodium malaria convalescence, investigating the mechanisms of naturally-acquired immunity to blood-stage malaria.",spatial transcriptomics;mouse spleen;malaria;convalescence;CD4+ T cells;Slide-seqV2,TCM Active ingredient,Transcriptomics,manual collect,Mus musculus,,malaria,GEO,2024,4,648,University of Melbourne,0,0,0,
tcmomics000652,STING Signaling Contributes to Celastrol-induced Pyroptosis of Female Germline Stem Cells by Upregulating NLRP3,"This research explores how STING signaling pathway contributes to Celastrol-induced pyroptosis in female germline stem cells. The mechanism involves the upregulation of NLRP3, shedding light on the cellular processes underlying Celastrol's effects.",Celastrol; STING signaling; Pyroptosis; Female Germline Stem Cells; NLRP3,TCM Active ingredient,Transcriptomics,manual collect,Mus musculus,,,GEO,2025,4,652,Shanghai Jiao Tong University,0,0,0,
tcmomics000656,Gene expression data from 1 year old SAMP8 mouse brain cortex after 5 mg/kg daily oral administration of TCQA for 1 month,This study profiles global gene expression in 1-year-old SAMP8 mouse brain cortex after 1-month daily oral TCQA administration. It investigates TCQA's cognitive-enhancing effects and underlying mechanisms in models of aging and Alzheimer's disease.,TCQA;gene expression;SAMP8 mouse;cognitive enhancement;Alzheimer's disease;aging,TCM Active ingredient,Transcriptomics,manual collect,Mus musculus,,Alzheimer's disease,GEO,2024,4,656,University of Tsukuba,0,0,0,
tcmomics000657,Effects of ginkgetin on nonalcoholic steatohepatitis (NASH) by single-cell RNA Sequencing (scRNA-Seq).,"Ginkgetin significantly attenuates nonalcoholic steatohepatitis (NASH) in a mouse model by reducing hepatic lipid accumulation, inflammation, and fibrosis. This effect was supported by single-cell RNA Sequencing analysis.",Ginkgetin;nonalcoholic steatohepatitis;NASH;scRNA-Seq;hepatic inflammation;fibrosis,TCM Active ingredient,Transcriptomics,manual collect,Mus musculus,,nonalcoholic steatohepatitis,GEO,2023,6,657,Wuhan Union Hospital,0,0,0,
tcmomics000660,Anther transcriptome analysis of Lycium barbarum at different developmental stages,Anther transcriptome analysis of Lycium barbarum at different developmental stages was conducted. This study aimed to identify the causes of male sterility by comparing anther transcriptomes between fertile and sterile lines.,Lycium barbarum; anther; transcriptome; male sterility; developmental stages,Herb/herbal medicine,Transcriptomics,manual collect,Lycium barbarum,,,GEO,2025,9,660,NingxiaUniversity,0,0,0,
tcmomics000661,Effects of ginkgetin on liver fibrosis by bulk RNA Sequencing,Ginkgetin significantly attenuates TAA-induced liver fibrosis in mice by inhibiting hepatic inflammation and fibrosis. Bulk RNA Sequencing analysis revealed that ginkgetin also downregulates related signaling pathways and gene expression.,Ginkgetin;liver fibrosis;TAA;RNA Sequencing;inflammation,TCM Active ingredient,Transcriptomics,manual collect,Mus musculus,,liver fibrosis,GEO,2023,6,661,Wuhan Union Hospital,0,0,0,
tcmomics000662,Hedyotis diffusa-Sculellaria barbata (HD-SB) suppresses the progression of colorectal cancer cells via the hsa_circ_0039933/hsa-miR-204-5p/wnt11 axis,"Hedyotis diffusa and Scutellaria barbata (HD-SB) suppress colorectal cancer cell progression. This study reveals that HD-SB inhibits proliferation, migration, and invasion of colorectal cancer cells by targeting the hsa_circ_0039933/hsa-miR-204-5p/wnt11 axis, thereby inactivating the Wnt signaling pathway.",Hedyotis diffusa;Scutellaria barbata;colorectal cancer;circRNA;Wnt signaling pathway,Herb/herbal medicine,Transcriptomics,manual collect,Homo sapiens,,colorectal cancer,GEO,2023,2,662,Forevergen,0,0,0,
tcmomics000667,Salvianolic acid B attenuates inflammation and prevent pathologic fibrosis by inhibiting CD36-mediated activation of the PI3K-Akt signaling pathway in frozen shoulder.,Salvianolic acid B attenuates inflammation and prevents pathologic fibrosis in frozen shoulder by inhibiting the CD36-mediated activation of the PI3K-Akt signaling pathway.,Salvianolic acid B;inflammation;fibrosis;CD36;PI3K-Akt signaling pathway;frozen shoulder,TCM Active ingredient,Transcriptomics,manual collect,Homo sapiens,,frozen shoulder,GEO,2023,14,667,"No. 107, Yanjiang West Road, Yuexiu District, Guangzhou, Guangdong Province",0,0,0,
tcmomics000668,Transcriptome analysis of cardiac tissue from Wild-type (WT) andsalvianolate-treated  Zebrafish,Transcriptome analysis of cardiac tissue from Wild-type and salvianolate-treated Zebrafish was performed using bulk RNA-seq to investigate the effects of salvianolate.,salvianolate;zebrafish;transcriptome analysis;RNA-seq;cardiac tissue,TCM Active ingredient,Transcriptomics,manual collect,Danio rerio,,cardiotoxicity,GEO,2024,2,668,Fudan University,0,0,0,
tcmomics000669,Starving advanced prostate cancer cells by pharmacological gluose deprivation with a resveratrol trimer trans-Gnetin H [PDX],"Trans-gnetin H (TGH), a resveratrol trimer from Paeonia suffruticosa, shows significant anti-cancer effects in advanced prostate cancer by disrupting energy metabolism and downregulating C-MYC, identifying it as a therapeutic candidate.",trans-Gnetin H;resveratrol trimer;Paeonia suffruticosa;prostate cancer;glucose deprivation;anti-cancer,TCM Active ingredient,Transcriptomics,manual collect,Homo sapiens,,prostate cancer,GEO,2023,18,669,Icahn School of Medicine at Mount Sinai,0,0,0,
tcmomics000744,The yes-associated protein-1 (YAP1) inhibitor celastrol suppresses the ability of transforming growth factor ?|?? to activate human gingival fibroblasts,"Celastrol, a YAP1 inhibitor, suppresses TGF尾-induced activation of human gingival fibroblasts. It downregulates fibrotic gene expression (CCN2) and blocks YAP nuclear translocation. This indicates celastrol's potential as a treatment for gingival hyperplasia by targeting the YAP/TAZ pathway.",celastrol;YAP1 inhibitor;TGFβ;gingival fibroblasts;fibrosis;gingival hyperplasia,TCM Active ingredient,Transcriptomics,manual collect,Homo sapiens,,gingival hyperplasia,GEO,2025,8,744,university of saskatchewan,0,0,0,
tcmomics000672,"Inhibition of SQLE or FDFT1 in RBE cells by shRNA, or RBE cells treated with lycorine hydrochloride","Gene expression profiles of RBE cells were analyzed following inhibition of SQLE or FDFT1 via shRNA, or treatment with lycorine hydrochloride. High-throughput sequencing investigated cellular responses to these interventions, providing insights into their mechanisms.",lycorine hydrochloride;SQLE;FDFT1;RBE cells;gene expression profiles;high-throughput sequencing,TCM Active ingredient,Transcriptomics,manual collect,Homo sapiens,,,GEO,2025,10,672,Zhongshan City People's Hospital,0,0,0,
tcmomics000676,Prim-O-glucosylcimifugin ameliorates aging-impaired endogenous tendon regeneration capacity via rejuvenating senescent tendon stem/progenitor cells [DMSO-treated and POG-treated Passage 12 TSPCs],"Prim-O-glucosylcimifugin (POG), a saposhnikovia root extract, rejuvenates senescent tendon stem/progenitor cells (TSPCs) identified via deep learning. It restores self-renewal and proliferation, improving endogenous tendon regeneration in aged rats by suppressing NF-κB and mTOR signaling and inducing autophagy.",prim-O-glucosylcimifugin; POG; tendon regeneration; tendon stem/progenitor cells; aging; senescence; NF-κB; mTOR; autophagy,TCM Active ingredient,Transcriptomics,manual collect,Rattus norvegicus,,,GEO,2023,5,676,Peking university,0,0,0,
tcmomics000677,Prim-O-glucosylcimifugin ameliorates aging-impaired endogenous tendon regeneration capacity via rejuvenating senescent tendon stem/progenitor cells [DMSO-treated and POG-treated TSPCs],"Prim-O-glucosylcimifugin (POG), a saposhnikovia root extract, was identified via a deep-learning system to rejuvenate senescent tendon stem/progenitor cells (TSPCs) from aged rats and humans. POG restores TSPC self-renewal and tenogenic potential, enhancing endogenous tendon regeneration and repair by suppressing NF-κB and mTOR signaling while inducing autophagy.",Prim-O-glucosylcimifugin;POG;tendon regeneration;tendon stem/progenitor cells;aging;senescence;saposhnikovia root;deep learning,TCM Active ingredient,Transcriptomics,manual collect,Rattus norvegicus,,,GEO,2023,4,677,Peking university,0,0,0,
tcmomics000678,Prim-O-glucosylcimifugin ameliorates aging-impaired endogenous tendon regeneration capacity via rejuvenating senescent tendon stem/progenitor cells,"Prim-O-glucosylcimifugin ameliorates the aging-impaired endogenous tendon regeneration capacity. It achieves this by rejuvenating senescent tendon stem/progenitor cells, suggesting its potential as a therapeutic agent for age-related tendon dysfunction and injuries.",Prim-O-glucosylcimifugin;tendon regeneration;aging;senescent tendon stem/progenitor cells,TCM Active ingredient,Transcriptomics,manual collect,Rattus norvegicus,,,GEO,2023,9,678,Peking university,0,0,0,
tcmomics000679,GDNPs reprogram macrophages to regulate arginase-1 release for ameliorating T cell exhaustion in tumor microenvironment,"Ginseng-derived nanoparticles (GDNPs) reprogram macrophages to regulate arginase-1 production, ameliorating T cell exhaustion in the tumor microenvironment. This reduces immune checkpoint expression and enhances CD8+ T cell expansion, offering a new therapeutic strategy for cancer.",GDNPs; ginseng-derived nanoparticles; macrophages; arginase-1; T cell exhaustion; tumor microenvironment; anti-tumor; immunotherapy,TCM Active ingredient,Transcriptomics,manual collect,Mus musculus,,colorectal cancer,GEO,2023,6,679,Affiliated Hospital of Integrated Traditional Chinese and Western Medicine,0,0,0,
tcmomics000680,Compatibility of Calycosin-Tanshinone IIA improves Ang II-induced renal artery endothelial cell dysfunction through lncRNA-mRNA coexpression network,"The compatibility of Calycosin and Tanshinone IIA improves Ang II-induced renal artery endothelial cell dysfunction. This study investigates the underlying mechanisms through lncRNA-mRNA coexpression network analysis, assessing ATP levels, autophagy, apoptosis, and migration.",Calycosin; Tanshinone IIA; Ang II; renal artery endothelial cell dysfunction; lncRNA-mRNA coexpression network; RRAECs; autophagy; apoptosis; RNA-sequencing,TCM Active ingredient,Transcriptomics,manual collect,Rattus norvegicus,,,GEO,2023,9,680,Shandong University of Traditional Chinese Medicine,0,0,0,
tcmomics000682,"miRNA expression-based, potential mechanism of a herbal medicine formula HTG in treating dyslipidaemia rats","This study investigated the potential mechanism of the herbal medicine formula HTG in treating dyslipidaemia. It profiled miRNAs in the liver of high-fat diet rats after HTG treatment, analyzing differentially expressed miRNAs to reveal its therapeutic effects.",HTG;miRNA;dyslipidaemia;herbal medicine formula;mechanism;high-fat diet rats,Modern formula,Transcriptomics,manual collect,Homo sapiens,,dyslipidaemia,GEO,2023,9,682,"School of Pharmaceutical Sciences, Jilin University",0,0,0,
tcmomics000685,Effects of ginkgetin on liver fibrosis by bulk RNA Sequencing II,"Ginkgetin significantly attenuates liver fibrosis and hepatic inflammation in a rat model. Bulk RNA sequencing revealed that ginkgetin downregulates related signaling pathways and gene expression, demonstrating its therapeutic potential against liver fibrosis.",ginkgetin;liver fibrosis;bulk RNA sequencing;hepatic inflammation,TCM Active ingredient,Transcriptomics,manual collect,Rattus norvegicus,,liver fibrosis,GEO,2023,6,685,Wuhan Union Hospital,0,0,0,
tcmomics000686,"RNA chip expression profiling analysis of HGC-27 cells after oxymatrine intervention, Agilent Human ceRNA Microarray 2019 (4*180k, Design ID: 086188) chip","This study investigated oxymatrine's (OMT) impact on HGC-27 cells using Agilent Human ceRNA Microarray. It profiled mRNA, lncRNA, and circRNA expression to uncover gene expression dynamics and regulatory RNA elements under OMT intervention.",oxymatrine;OMT;HGC-27 cells;RNA chip;expression profiling;mRNA;lncRNA;circRNA;ceRNA microarray,TCM Active ingredient,Transcriptomics,manual collect,Homo sapiens,,gastric cancer,GEO,2023,6,686,Beijing University of Chinese Medicine,0,0,0,
tcmomics000688,Biotransformed Bear Bile Powder Ameliorates Diet-induced Nonalcoholic Steatohepatitis in Mice,This study investigates the therapeutic effects and mechanisms of biotransformed bear bile powder (BBBP) against diet-induced nonalcoholic steatohepatitis (NASH) in mice.,Biotransformed Bear Bile Powder; Nonalcoholic Steatohepatitis; Therapeutic effects; Mice,Herb/herbal medicine,Transcriptomics,manual collect,Mus musculus,,nonalcoholic steatohepatitis,GEO,2023,15,688,China Academy of Chinese Medical Sciences,0,0,0,
tcmomics000689,Single-cell RNA sequencing analysis of hypopharyngeal carcinoma treated with TPF chemotherapeutic regimen in combination with cinobufotalin treatment,This study employed single-cell RNA sequencing to analyze the effects of cinobufotalin combined with TPF chemotherapy on hypopharyngeal carcinoma Fadu cell line. The research aims to understand the molecular changes induced by this combined treatment strategy.,single-cell RNA sequencing;hypopharyngeal carcinoma;cinobufotalin;TPF;chemotherapy;Fadu cell line,TCM Active ingredient,Transcriptomics,manual collect,Homo sapiens,,hypopharyngeal carcinoma,GEO,2023,3,689,Beijing Tongren Hospital,0,0,0,
tcmomics000691,RNA sequencing of HDFs(Human dermal fibroblasts) with or without Sal-B and UVB treatment,"This study investigates the effects of Salvianolic acid B (Sal-B) and UVB treatment on human dermal fibroblasts (HDFs) using RNA sequencing. Sal-B, an extract from Salvia Miltiorrhiza, is explored for its potential anti-photoaging therapeutic value due to its antioxidant and anti-inflammatory properties.",Salvianolic acid B;Sal-B;UVB;human dermal fibroblasts;HDFs;RNA sequencing;skin aging;anti-photoaging,TCM Active ingredient,Transcriptomics,manual collect,Homo sapiens,,skin aging,GEO,2024,3,691,Shanghai Ninth People`s Hospital,0,0,0,
tcmomics000709,Digital transformation of herbal medicine: Conversion to biological entity data using tonifying herbal medicine-induced transcriptome sequencing_HepG2_batchA,"This study identifies transcript expression and modes of action of tonifying herbal medicines (THM) in HepG2 cells. Water and ethanol extracts of THM were used to induce transcripts, contributing to the digital transformation of herbal medicine data.",digital transformation; herbal medicine; transcriptome sequencing; tonifying herbal medicine; HepG2; biological entity data,Other,Transcriptomics,manual collect,Homo sapiens,,liver cancer,GEO,2024,60,709,Korean Institute of Oriental Medicine,0,0,0,
tcmomics000710,Digital transformation of herbal medicine: Conversion to biological entity data using tonifying herbal medicine-induced transcriptome sequencing_HepG2_batchB,"This study investigated transcript expression and modes of action of tonifying herbal medicines (THM) in A549 cell line. Both water and ethanol extracts of THM were used to induce these transcriptomic changes, aiming for digital transformation of herbal medicine data.",tonifying herbal medicine; transcriptome sequencing; A549 cell line; mode of action; herbal extract,Herb/herbal medicine,Transcriptomics,manual collect,Homo sapiens,,,GEO,2024,60,710,Korean Institute of Oriental Medicine,0,0,0,
tcmomics000713,Digital transformation of herbal medicine: Conversion to biological entity data using tonifying herbal medicine-induced transcriptome sequencing_HepG2_batchE,This study aimed to identify transcript expression and modes of action induced by tonifying herbal medicine (THM) extracts in A549 cells. It converts herbal medicine data into biological entity data using transcriptome sequencing for digital transformation.,tonifying herbal medicine; transcriptome sequencing; mode of action; digital transformation; A549 cell line,Other,Transcriptomics,manual collect,Homo sapiens,,liver cancer,GEO,2024,30,713,Korean Institute of Oriental Medicine,0,0,0,
tcmomics000746,Pien Tze Huang Targets Cancer Proliferation and Inhibits Growth of Patient-derived Organoid and Xenograft Tumors in Pancreatic Cancer,"Pien Tze Huang (PZH) targets cancer proliferation and inhibits growth of pancreatic cancer cells. This was confirmed using RNA-sequencing, Western blot, immunofluorescence, and verified in patient-derived organoids and xenograft models.",Pien Tze Huang; Pancreatic cancer; Cancer proliferation; Patient-derived organoid; Xenograft,Chinese patent medicine,Transcriptomics,manual collect,Homo sapiens,,pancreatic cancer,GEO,2023,6,746,Fujian university,0,0,0,
tcmomics000727,Digital transformation of herbal medicine: Conversion to biological entity data using tonifying herbal medicine-induced transcriptome sequencing_SW1783_batchF,"This study identified transcript expression and modes of action induced by tonifying herbal medicines (THM) in A549 cells, using water and ethanol extracts. This research contributes to the digital transformation of herbal medicine by converting data into biological entities.",Digital transformation; herbal medicine; transcriptome sequencing; tonifying herbal medicines; A549 cell line; modes of action,Herb/herbal medicine,Transcriptomics,manual collect,Homo sapiens,,lung cancer,GEO,2024,60,727,Korean Institute of Oriental Medicine,0,0,0,
tcmomics000729,Identification of gene expression signatures and related microRNAs for chronic glomerulonephritis based on microarray and bioinformatic analysis,"This study identified key genes, microRNAs, and lncRNAs involved in chronic glomerulonephritis (CGN) using microarray and bioinformatic analysis. A ceRNA network was constructed, revealing potential diagnostic biomarkers and therapeutic targets for CGN, including specific genes and microRNAs.",gene expression signatures;microRNAs;chronic glomerulonephritis;microarray;bioinformatics;ceRNA network;biomarkers;therapeutic targets,Integrated TCM-Western medicine,Transcriptomics,manual collect,Rattus norvegicus,,chronic glomerulonephritis,GEO,2023,12,729,"Hefei Ion Medical Center, the First Affiliated Hospital of USTC",0,0,0,
tcmomics000730,"RNA-seq of danshen injection, astaxanthin and diosmetin for the treatment of anthracycline-induced cardiotoxicity in H9c2 cardiomyocytes","This study investigates the protective mechanisms of Danshen injection, astaxanthin, and diosmetin against anthracycline-induced cardiotoxicity (AIC) in H9c2 cardiomyocytes using RNA-seq screening. It aims to elucidate their potential pathways in mitigating cardiovascular damage caused by chemotherapeutic agents.",anthracycline-induced cardiotoxicity;Danshen injection;astaxanthin;diosmetin;RNA-seq;H9c2 cardiomyocytes,Chinese patent medicine,Transcriptomics,manual collect,Rattus norvegicus,,anthracycline-induced cardiotoxicity,GEO,2025,15,730,Hubei university of medicine,0,0,0,
tcmomics000739,Jiedu Xiaozheng Yin extract targets cancer stem cell signaling and inhibits patient-derived organoid and xenograft tumor growth in colorectal cancer,"Jiedu Xiaozheng Yin extract targets cancer stem cell signaling, inhibiting colorectal cancer growth. Its effects were validated through RNA-Seq, protein analysis, matrigel spheroids, patient-derived organoids, and xenograft models.",Jiedu Xiaozheng Yin;colorectal cancer;cancer stem cell;organoids;xenograft;RNA-sequencing,Modern formula,Transcriptomics,manual collect,Homo sapiens,,colorectal cancer,GEO,2023,8,739,Fujian university,0,0,0,
tcmomics000748,"Gene expression in PBMC treated with cilostazol,Ginkgo Biloba Extract and rosuvastatin","This study investigates the molecular mechanisms of cilostazol, Ginkgo Biloba Extract, and rosuvastatin on cardiovascular health. It explores their effects on monocyte-to-macrophage differentiation and endothelial cell functions using RNA-seq data in PBMC.",Gene expression;PBMC;cilostazol;Ginkgo Biloba Extract;rosuvastatin;RNA-seq;cardiovascular health;monocyte-to-macrophage differentiation;endothelial cell functions,Herb/herbal medicine,Transcriptomics,manual collect,Homo sapiens,,cardiovascular diseases,GEO,2024,8,748,National Defense Medical University,0,0,0,
tcmomics000750,"Transcriptome Analysis of Herbs Pulsatilla chinensis, Bupleurum chinense, and Polyporus umbellatus in the Treatment of Lung and Liver Cancer","This study explores the therapeutic mechanisms of Pulsatilla chinensis, Bupleurum chinense, and Polyporus umbellatus on lung and liver cancer. Transcriptome analysis was conducted on A549 and Huh7 cells treated with these herbal extracts to elucidate their effects.",Pulsatilla chinensis; Bupleurum chinense; Polyporus umbellatus; Lung cancer; Liver cancer; Transcriptome analysis; Herbal extracts,Herb/herbal medicine,Transcriptomics,manual collect,Homo sapiens,,lung and liver cancer,GEO,2025,24,750,KTH Royal Institute of Technology,0,0,0,
